City,State,Restaurant_Name,Place_ID,Price_Range,Rating,Ratings_Count,Lat,Lng
Jennings,LA,Ron's Seafood,ChIJnyE-g35ZO4YRy_IiNHQ0PVg,0,0,0,30.2208155,-92.6633878
Jennings,LA,Cono loco,ChIJ3a1zffJZO4YR-bPzjYVWeAU,0,5,1,30.2217772,-92.6633902
Jennings,LA,Darrell's of Jennings,ChIJiVyYANRbO4YRjM1C5RGpfnI,2,4.6,511,30.2298432,-92.6630634
Jennings,LA,Mike's Seafood Restaurant & Steakhouse,ChIJ8fhvH9RbO4YRx2Mj4ya0-pk,2,4,199,30.2292493,-92.6640253
Jennings,LA,Boudin King Restaurant,ChIJUZ6U0HxZO4YRfdjghwH9Z_c,2,4.2,533,30.2207963,-92.6680798
Jennings,LA,Domino's Pizza,ChIJTXOw2dNbO4YRxY-1yx2k5qA,1,4.5,151,30.2317475,-92.663683
Mermentau,LA,C'est Bon,ChIJGy8l3v1WO4YREcxJkszVDOQ,2,4.8,410,30.185894,-92.577972
Jennings,LA,General Wok,ChIJVZAjJtJbO4YRmzPkxRJ6AFQ,1,4.5,214,30.2336556,-92.6631429
Jennings,LA,Mr Gatti's Pizza,ChIJJV8-JtJbO4YRPV-AUz6Unr0,1,4.2,323,30.2350129,-92.6629304
Jennings,LA,La Rumba Mexican Restaurant,ChIJsaaxA9JbO4YRda7qp74SQ9Y,2,4.2,562,30.2355171,-92.6637753
Jennings,LA,Subway,ChIJDb_K3tNbO4YRi-14NpUeN_g,1,4,115,30.2357352,-92.6637654
Bracey,VA,Shady Shack Grill and Flip Flops Bar,ChIJweNzQ5_7rYkRD-IWVI751QA,2,4.3,225,36.569881,-78.040973
Bracey,VA,Top It Pizza,ChIJhRy89uXxrYkRx7FCE9kob88,0,4.9,14,36.5957056,-78.1407329
Bracey,VA,Papa John's Pizza,ChIJpRSDO9_wrYkRA4UnZF96_jM,1,2.7,21,36.5976368,-78.1472746
Bracey,VA,Subway,ChIJo-vKg_DzrYkRw6V3eawqxZU,1,4.1,40,36.5976265,-78.147404
Bracey,VA,7-Eleven,ChIJLfmG6qfxrYkRZvJOgDwHS2o,0,0,0,36.597821,-78.1473573
Bracey,VA,Simmons Travel Center,ChIJo-vKg_DzrYkRjfornUvhBBo,0,4.3,476,36.5996739,-78.151028
Bracey,VA,Dunkin',ChIJmypXcd7wrYkRDdvtQ4b9XiY,1,3.9,122,36.5997467,-78.1511284
Bracey,VA,Huddle House,ChIJq6qqqvrwrYkRGr6YernkpQE,1,4.1,494,36.599993,-78.1515455
Junta,CO,Subway,ChIJ6-oTPE0GEocRgO_OFFFRPy0,1,3.6,36,37.998163,-103.5930694
Junta,CO,Wendy's,ChIJrTAe_Yf4DYcRZYRXyff35EI,1,3.8,483,38.0005759,-103.5933344
Junta,CO,Village Inn,ChIJxZ_Ph30HEocRuADBvEueZkI,1,4.2,735,38.0002778,-103.5927778
Junta,CO,Little Caesars Pizza,ChIJu9soEU0GEocRdZPkHZ3SLp4,1,4,82,37.999027,-103.59099
Junta,CO,Creekside Smokehouse,ChIJtSgQIiAHEocRi4rmRzCiap4,0,3.5,2,37.9988471,-103.5889561
Brydges,ON,Kahuna's Kones,ChIJp3Tu3AwBL4gRwWyS0u6Z8pI,0,4.7,23,42.9210795,-81.5672952
Strathroy,ON,Caradoc Sands,ChIJCQbs2wYEL4gRjkXxc4mZhGc,2,4.4,276,42.944928,-81.5985904
Strathroy,ON,Hometown Pizza,ChIJu76om3QHL4gRgsd-PP-nTeg,0,4.4,30,42.9435348,-81.6073303
Ilderton,ON,The Hearty Herbivore Food Truck,ChIJB4X3CY39LogRa64rELM6cEw,0,5,1,42.9889918,-81.4964593
Strathroy,ON,King of the Pigs,ChIJreDBrAMEL4gRQF9wv8ONx80,2,4.5,181,42.9470772,-81.6113401
Strathroy,ON,Domino's Pizza,ChIJL3tV4gIEL4gRWKHIvDHbnBo,1,3.9,101,42.9474804,-81.6115819
Strathroy,ON,Tim Hortons,ChIJrwG64QIEL4gRgBF7vXF9jac,1,3.6,270,42.9473781,-81.612491
Strathroy,ON,Little Caesars Pizza,ChIJG9SCJQMEL4gRml4N869lxwQ,1,4.1,54,42.9464096,-81.6127156
Brydges,ON,Andy's Legendary Pizza,ChIJebY-BUP_LogRNL8oOiNzUrI,0,4.1,57,42.9101904,-81.4959006
Strathroy,ON,Pizza Hut,ChIJf4zGx-YFL4gRaydD8XKVar0,2,3.3,34,42.9481934,-81.6136768
Strathroy,ON,Crabby Joe's Bar • Grill,ChIJY7DfyhwEL4gRuh07fZsvwqU,2,3.8,422,42.9494937,-81.6141158
Strathroy,ON,Harvey's,ChIJ8_UptRwEL4gRnG6zgbg8ARw,1,4.2,165,42.9487004,-81.6141613
Strathroy,ON,Swiss Chalet,ChIJ4T65NAMEL4gRzcG_jffBZlQ,2,3.8,118,42.9486479,-81.6142109
Strathroy,ON,Shelby's,ChIJyzrnU-0FL4gRCONgBltbnaA,0,0,0,42.9496155,-81.614254
Brydges,ON,Mount Brydges Lotus Thai Restaurant,ChIJy9QrWDj-LogRABo4079wAy4,2,4.6,98,42.909352,-81.4957347
Strathroy,ON,Simply House,ChIJF51KVQMEL4gRIqUzsDSD2GA,0,4.2,64,42.949803,-81.6145098
Strathroy,ON,Subway,ChIJUwaCuhwEL4gRGh3jqnrvTyE,1,4.3,97,42.9498079,-81.614562
Brydges,ON,Village Pizza,ChIJJ77tXjj-LogRtW7GaF3rxbQ,1,4.1,211,42.9092,-81.495465
Strathroy,ON,Parker's BBQ & Prime Rib Grill,ChIJaUk0NjQFL4gR77XguYOPJlI,0,4.2,54,42.9495176,-81.6151645
Strathroy,ON,Popeyes Louisiana Kitchen,ChIJnwBGbx4FL4gRlQjKMqHyllU,1,3.9,125,42.9493113,-81.6154508
Pikeville,TN,Park Road Shack,ChIJkXOZ9DPJYIgRdM_D6xoYe3Y,0,4.8,23,35.6866006,-85.3324173
Pikeville,TN,Northgate Arcade and Restaurant,ChIJ-VT1IOfIYIgRDDhXA-8cHsU,1,4.4,74,35.6873244,-85.3319396
Pikeville,TN,Snackbar Grill,ChIJiWJWc1PPYIgRsYCnbzorZdE,0,4.4,112,35.658119,-85.3574373
Pikeville,TN,3 Way Market,ChIJ6drmB86wYIgRbiJehUfXVFM,0,4.4,16,35.6701838,-85.2405669
Walla,WA,Tommy's Dutch Lunch,ChIJy-5iF2pqolQRzbdoctjPat4,1,4.6,349,46.0684796,-118.3610816
Walla,WA,Rivers Edger,ChIJI_rdrWpqolQRLNkAQ8hZMjk,0,5,2,46.0680997,-118.3670363
Walla,WA,wine valley golf,ChIJHzbrSXxrolQR4xxujrAOwo0,0,0,0,46.0696988,-118.349779
Walla,WA,Jimmy John's,ChIJhbxoiW9qolQRRnCZLiLWgQ0,1,4.3,164,46.0647543,-118.3478391
Walla,WA,Pizza Hut,ChIJrTIgGhBqolQRbMSUq3yHnQg,1,3.9,291,46.0650167,-118.3470369
Walla,WA,Taco Bell,ChIJ5T9EwG9qolQRn9JU16Jg8ZI,1,3.6,674,46.0638055,-118.3486901
Walla,WA,Tacos Monarca,ChIJr0lKEW5qolQRXB0dibQ2xxc,1,4.7,130,46.0624275,-118.3510513
Walla,WA,A&W Restaurant,ChIJJ3CejG9qolQRCdqbsDgvNhY,1,3.7,78,46.0642983,-118.3475911
Walla,WA,KFC,ChIJXTT1jG9qolQRq_3jSTFoHn4,1,3.6,321,46.0642936,-118.34759
Walla,WA,Walla Walla Steak Company,ChIJAQCkEmFqolQRP5k-_gBe1d4,0,4.4,261,46.0708154,-118.3424521
Walla,WA,El Sombrero Mexican Restaurant,ChIJ2WFTXWFqolQRzl7djY_L9L0,2,4.4,1064,46.0700836,-118.3425064
Walla,WA,Crossbuck Brewing,ChIJAZaEbWFqolQRM7Sd1KlOZFg,2,4.4,336,46.0706298,-118.342274
Walla,WA,Fast Eddy's,ChIJ-3eZ8W9qolQRAK2ptC3JVag,2,4.4,562,46.0637895,-118.3475288
Walla,WA,Circle K,ChIJf4yTX2FqolQRGKOe3Vj4jMM,1,3.5,16,46.069566,-118.342285
Walla,WA,Saffron Mediterranean Kitchen,ChIJV3QzsmRqolQRFpwK7Y3wHCw,3,4.5,401,46.0649038,-118.3444691
Walla,WA,The Marc Restaurant,ChIJL6KKj2NqolQRyb1zWlKzJWw,0,4.3,122,46.0681381,-118.3407534
Walla,WA,Passatempo Taverna,ChIJ6Q1-w2RqolQRLwqCgOZOFnE,3,4.4,349,46.0652444,-118.3425217
Walla,WA,Mcgibboney LLC,ChIJGUhoUt5rolQRhEozzhW5Y_k,0,0,0,46.0680805,-118.3399299
Walla,WA,Tiki Teriyaki Grill,ChIJdaECuBFqolQR3dC5WFOJ0ng,2,4.4,385,46.0582861,-118.3695306
Walla,WA,Granny's Tamales,ChIJQwa2R21qolQRfGieyJkAC2M,0,3.7,18,46.0582652,-118.3696732
Abingdon,IL,Carolyn & Co Cafe & Bakery,ChIJl9LLu2-64YcRPK6GxXENsQ8,2,4.6,106,40.8089922,-90.4017684
Abingdon,IL,Subway,ChIJYYQrOnC64YcRJF2VFHkqCQI,1,4.2,53,40.8060548,-90.4012379
Abingdon,IL,Cool Beans Coffee Lounge & The Scoop Ice Cream Parlor,ChIJxyxDkYu74YcRNSEFLdwVJUk,0,4.9,13,40.8058856,-90.4013368
Abingdon,IL,La Roma Pizza,ChIJyfH7VHG64YcR_s__mt9gRas,1,4.7,195,40.8012386,-90.3987235
Abingdon,IL,Alley Oops Diner,ChIJRfNe7Xe64YcRuSTvxzvaSC4,0,5,2,40.7974135,-90.4024915
Abingdon,IL,Abbe Lanes Restaurant,ChIJv2ebwne64YcRKURoQeCSx3o,1,4.5,109,40.7973225,-90.4026523
Abingdon,IL,Town & County Family Restaurant,ChIJ5WomloKw4YcRC1ZUoOdj8y4,1,4.5,91,40.7969124,-90.4024199
Russellville,AR,Phub headquarters,ChIJAaYFQyBRzIcRJzUzIuJLOVM,0,0,0,35.3477023,-93.2056473
Dover,AR,Christina's Little Red Food Truck,ChIJsbF_ElVVzIcR4Z3zTHO2i18,0,0,0,35.4032267,-93.1215474
Lakes,MN,Charlie's Place,ChIJCUOD8RYlyFIRF9ejQU7B8uk,1,4.3,110,46.8669731,-95.5871695
Rochert,MN,Curley's On Cotton Lake,ChIJsRP81DY6yFIRXrSMS9iD8Lk,2,4.6,208,46.8715591,-95.6775665
Lake,CA,Geronimo's Outpost,ChIJm7Qe9-e0xIARO6PMoFNSqP8,0,5,2,34.2260866,-116.8597805
Lake,CA,Outlaw Bar & Grill,ChIJr-8BZYG1xIARjFrMOV_Ughk,0,0,0,34.2276385,-116.8601862
Lake,CA,BBQ in the Park,ChIJgxNg6kK1xIARpcg11srcvPE,0,5,1,34.2275783,-116.8606132
Lake,CA,Laybacks Bar,ChIJbcTNEe60xIARm-kjLYCMznc,0,4.6,10,34.227581,-116.860796
Lake,CA,Goldmine Cheesesteak Co.,ChIJz4b0a9-1xIARQic7owvVf24,0,0,0,34.2275783,-116.8609874
Lake,CA,Boneyards,ChIJJR1YBe60xIAR6TF0QnUF804,0,4.8,9,34.2276626,-116.860727
Bear,CA,Big Bear Burger Co.,ChIJMTKzvWu1xIARU66Nw-X3hec,0,4,1,34.2276728,-116.860772
Lake,CA,Flat Bottom Dough,ChIJwUiZKNq1xIARS0UYlpzAJEo,0,0,0,34.2279184,-116.8591068
Lake,CA,Methods Sports Bar,ChIJ4e4SEO60xIAR-jsoxOl68gw,0,4.5,2,34.227719,-116.860765
Bear,CA,Clubhouse Grill,ChIJsZZvGe60xIARybfaUhxQPD0,0,0,0,34.227743,-116.861303
Lake,CA,"Shred, Shaken & Stirred",ChIJf62W6di1xIAR9b7PKyUBTa8,0,0,0,34.2280484,-116.8604308
Klamath,CA,Steelhead Lodge,ChIJnzpFbGNU0FQRG1-voVnh3YM,0,4.6,107,41.510437,-123.9897842
Klamath,CA,Log Cabin Diner,ChIJbzVG-iRU0FQRDwclspza8_A,0,4.5,164,41.5222173,-124.032711
Klamath,CA,The Smokin' Grill,ChIJ__zaEL9V0FQRlO7S8hn8iyI,0,0,0,41.5207182,-124.0364851
Klamath,CA,Crivelli's Bar,ChIJD0_EtXZU0FQRulF1PXf9Uus,0,3.8,22,41.5189558,-123.990765
Klamath,CA,Abalone Bar and Grill,ChIJ52jP2p1W0FQRLUAopE050DE,0,3.8,35,41.5294565,-124.0393028
Klamath,CA,Redwood Hotel and Casino,ChIJ26aM551W0FQRPYTjCj_fZgo,0,3.9,218,41.5298583,-124.0395306
Klamath,CA,Rods N Reels Burgers,ChIJVVXlfZ5W0FQRf97uaThnNVk,0,5,1,41.5306034,-124.0392725
Klamath,CA,Country Club,ChIJU-PtfZ5W0FQRfimymtaB_nU,1,4.4,59,41.5307125,-124.0392363
Klamath,CA,Chester's Chicken ~ Pem-Mey Express,ChIJl4ZHIJxW0FQRdxxGSxQgqK8,0,4,8,41.5310847,-124.0406708
Klamath,CA,The Historic Requa Inn,ChIJ6ZWNEO9W0FQRb5C_wxEGIMs,2,4.7,143,41.547134,-124.0647386
Ludlow,CA,Dairy Queen,ChIJD5CqT1wWxYAR-1ttxWNPCks,1,3.7,495,34.7270167,-116.162664
Ludlow,CA,Ludlow Cafe,ChIJ09dCC1kWxYAR0fuiqO-SZsY,1,4,682,34.72346,-116.16339
Driscoll,ND,TNT Tavern,ChIJx8f6Nqla11IRw0IBebyg6mc,1,4.8,51,46.8441986,-100.1412472
Rison,AR,Pizza Pro of Rison,ChIJTWACIYdtLYYR8iZmx40ajYg,1,4.6,60,33.9580799,-92.1902808
Rison,AR,BAMs,ChIJ_6hW7ZhtLYYRjsBOF1pemKM,0,0,0,33.9584347,-92.1901454
Rison,AR,Sandwich Shop,ChIJdfrMvIdtLYYR80-aUtmxkbk,1,3.5,6,33.9578313,-92.1907992
Rison,AR,Main Street Cafe,ChIJtTR1W4dtLYYRiOvUkP-tEnQ,0,4.4,45,33.9596443,-92.1907947
Rison,AR,Anytime Smoothie,ChIJS5CPeKZtLYYRffO-j4gIoJM,0,4.6,10,33.9594058,-92.1924773
Rison,AR,El Girasol Mexican Restautant,ChIJl19yhN1tLYYRcxoW-cvx_K4,0,0,0,33.9607742,-92.1918405
Rison,AR,Marcela's Mexican Restaurant,ChIJh4EZiIZtLYYRAecNN9Wxydc,0,4.6,63,33.9607742,-92.1918405
Liberty,MO,The Fish Market,ChIJ7wa2x9X_wIcROK-_wE11eQs,2,4.5,1004,39.200241,-94.3997259
Valley,MO,Valley One Pub & Grill,ChIJ6SKGNkr_wIcRC2d89DKegW0,1,4.3,194,39.216644,-94.4728887
Valley,MO,Thunderbird K.S.C. Tavern,ChIJHfCVNcn_wIcRcFW3DkBihUE,0,4.2,98,39.2075165,-94.4810108
City,MO,Subway,ChIJ5W3JX3f5wIcRfZ2lda1lZpM,1,3,2,39.171382,-94.482964
City,MO,Subway,ChIJ____T0r5wIcRKoXdyGBnClk,1,3.5,10,39.1713761,-94.4829603
Valley,MO,QuikTrip,ChIJTyTXU0r_wIcRPbly4nQGgas,1,4.2,61,39.2170172,-94.4766203
City,MO,Auntie Anne's,ChIJqa9JT3T5wIcRqNGxaezO-mQ,1,3.7,3,39.1733881,-94.4855607
City,MO,G'rilla Grill,ChIJwRlXbjb5wIcRupMMarRyS7Y,0,4,3,39.1739718,-94.4859171
City,MO,Auntie Anne's,ChIJiSHMBTf5wIcRx4cMq3qBo1A,1,4.3,88,39.1753065,-94.4868335
City,MO,Panda Express,ChIJgbYWA0n5wIcR36E8DTbKY_E,1,3.6,526,39.1753065,-94.4868335
City,MO,Just Pizza,ChIJOVkZn9r5wIcRoPTLQZOyjnE,0,0,0,39.1752928,-94.4868514
City,MO,Paisano's Pizza,ChIJqeZeQTb5wIcRXVhZyCq8FSY,0,3.9,8,39.1738018,-94.4866695
City,MO,Coasters Midway Grill Worlds Of Fun,ChIJvYec5En5wIcRAFStaOqkQ3U,0,3.5,91,39.1720636,-94.4857624
City,MO,Pagoda,ChIJu6aVpjz5wIcRiLNEWGWUfmc,0,0,0,39.175178,-94.4877484
City,MO,Panda Express,ChIJuZ-9YNv5wIcRGxTTM24Rys0,0,0,0,39.1750795,-94.4881524
City,MO,Caribou Coffee,ChIJyawGizb5wIcRL3XXKo_kA2Q,2,3.6,106,39.1739655,-94.488261
City,MO,Cotton Blossom BBQ,ChIJ04V1Be35wIcRRlgf7JJz1_M,0,0,0,39.1743197,-94.4886017
City,MO,Gold Rush Pizza,ChIJ-xiBsbH5wIcR0qyc8MzWCb8,0,5,2,39.1737125,-94.4882933
City,MO,Subway,ChIJieN_CHf5wIcRJXFfsd8qroc,0,0,0,39.1738398,-94.48872
Randolph,MO,Dunkin',ChIJi_2TRZb_wIcR7IMZTnLfrQE,1,4.1,90,39.1563581,-94.4763981
,,,,,,,,
Luskville,QC,ÉRABLIÈRE RIVERAINE,ChIJBRNGNFPu0UwREBz5r0PrFkA,0,3.1,8,45.536478,-76.056627
Luskville,QC,Sucrerie Alary,ChIJzQYRCfbu0UwRXv1G9pkpLl0,0,5,2,45.5461736,-76.0630048
,,,,,,,,
Luskville,QC,Café Resto Karim,ChIJ2cIANprt0UwRieodQHUtDLI,0,4.8,4,45.5519174,-76.0979132
Luskville,QC,Au coin du cammioneur,ChIJ1_Y2wjDt0UwRLCL2EA70eJo,0,4.5,8,45.5520207,-76.0980218
Luskville,QC,Chez Jack Restaurant,ChIJ270_LyDt0UwRfPC4StRsWaQ,0,4.2,5,45.5517977,-76.0997249
,,,,,,,,
Luskville,QC,Casse croûte Rocky,ChIJka80smDv0UwRdhbnqBvKzpI,0,4.3,17,45.5388195,-76.0203773
,,,,,,,,
Piketon,OH,Tom's Restaurant,ChIJUWF7wwrjRogRFr5ToirPBcY,0,4.2,5,39.057157,-83.1196796
Piketon,OH,Giovanni's Pizzeria,ChIJCcz1ISLkRogRY6HtwoyCo24,1,3.6,8,39.0154131,-83.1588388
Hodgdon,ME,Anderson's Mill Pond Dairy Bar (Open),ChIJcfjrDVXdpEwR109zM3hnM_M,1,4.6,131,46.0535536,-67.8694837
Susanville,CA,Lassen Ale Works Boardroom,ChIJo5zAouG9nYARlZzdRDRX3-k,2,4.6,250,40.4021268,-120.6222519
Susanville,CA,Whitehouse,ChIJHbW1ePC9nYARWnhDX2iVkhg,2,4.4,149,40.407555,-120.631708
Susanville,CA,KFC,ChIJq5Z4APC9nYARI5wDFDOQgYo,1,3.5,298,40.4058317,-120.6315322
Susanville,CA,Pizza Factory,ChIJb4E4WPC9nYARwQlkrPeU15Q,2,4.1,320,40.4064644,-120.6324765
Susanville,CA,McDonald's,ChIJGwDklPa9nYARlfdKa7kCd5o,1,3.5,1048,40.4052543,-120.6330474
Susanville,CA,Taco Bell,ChIJKxhjlPa9nYAR1swa134kBCo,1,3.4,455,40.4057278,-120.6333621
Susanville,CA,Starbucks,ChIJP-CnM_C9nYARsySNPGGwzNI,2,4.1,207,40.405679,-120.634131
Susanville,CA,Subway,ChIJp7NV2fa9nYARmlO3nHPdyqs,1,3.6,39,40.4057132,-120.634242
Susanville,CA,Jack in the Box,ChIJb8IwLvG9nYAR-467EQuR-gU,1,3.4,567,40.408807,-120.6349656
Susanville,CA,Lumberjack's,ChIJUXQRkva9nYARmxQZNw0z2KE,2,3.9,749,40.410717,-120.6360674
Susanville,CA,Subway,ChIJ7Zlwq_a9nYAR1baLB_93IjM,1,3.4,16,40.4091663,-120.6368328
Susanville,CA,Round Table Pizza,ChIJTVEhivW9nYARHmFwqXyiIwc,2,3.7,205,40.4121282,-120.6379987
Susanville,CA,Kopper Kettle Cafe,ChIJs23pMR6WnYARGmZOTrGAOBk,2,4,260,40.4130862,-120.6388663
Susanville,CA,Panda Express,ChIJwduJjvW9nYARjC5HKoQQoK0,1,3.7,380,40.4122437,-120.6390875
Susanville,CA,Courthouse Café,ChIJNf7y5fO9nYARHBR9gI8IU-4,1,4.6,529,40.4135691,-120.6400177
Susanville,CA,Stonehouse,ChIJ8yUegx-WnYAR0-QWK8gRxwk,2,4.5,141,40.4137493,-120.6423454
Susanville,CA,Micks Big Bite Cafe,ChIJl_5TwyGWnYARN-5jA4YNJQo,0,4.2,281,40.4145598,-120.6437367
Susanville,CA,Happy Garden,ChIJDShXniGWnYARi1CBv7_rHpM,2,4.7,593,40.4144301,-120.6456348
Susanville,CA,Little Caesars Pizza,ChIJg9F53yOWnYARnYGIwWxK4Og,1,3.4,148,40.4146555,-120.647079
Susanville,CA,Frosty Mill,ChIJTR7v5DyWnYAR8YcFp-egiyI,1,4.2,520,40.4215474,-120.646191
Fairmont,WV,Kumo Japan,ChIJnTV0JDB7SogRCo54QBmty2M,0,4.6,12,39.4230666,-80.1885091
Jordan,WV,docktotableprovisionco,ChIJ1z6aLKJ8SogRirgqD2eZG3Y,0,5,1,39.4195652,-80.1815214
Fairmont,WV,Subway,ChIJmW1E42B7SogRyHEAaWu1B3c,1,0,0,39.4247777,-80.1908358
Hall,WV,McDonald's,ChIJv8zQ57x8SogRaew_FTep874,1,3.4,736,39.4243385,-80.1878679
Fairmont,WV,Dutchman's Daughter Restaurant,ChIJjQB2VJ18SogREm--JWzrcZY,1,4.7,482,39.4240855,-80.186445
Hall,WV,Mi Pueblo Mexican Restaurant,ChIJaZJmlp18SogRVahx4RJmeaA,1,4.5,738,39.4262193,-80.1889874
Fairmont,WV,Hometown Hotdogs,ChIJV_GAYF17SogRbTluoEs01F0,1,4.5,215,39.4282226,-80.1897278
Hall,WV,El Rey Mexican Restaurant,ChIJdYrTB2J7SogRVPntov7OQh4,1,4.5,353,39.4275741,-80.1864242
Fairmont,WV,Hardee's,ChIJjQB2VJ18SogRfEddpXqPlQw,1,3.8,289,39.4282127,-80.1880359
Hall,WV,Rita's Italian Ice & Frozen Custard,ChIJI3XeBuxkNYgR9egfjnIJ468,1,4.3,36,39.4284206,-80.186226
Hall,WV,Munchies,ChIJUaKtwah9SogRtZtL4HuEpIE,0,5,1,39.4284486,-80.1861801
Fairmont,WV,Subway,ChIJaZJmlp18SogRCyAy6BuTXog,1,4.3,75,39.428579,-80.1864428
Fairmont,WV,Dairy Queen Grill & Chill,ChIJyWA836F8SogRRfwQYg_uEak,1,2.9,176,39.4295342,-80.1877341
Hall,WV,Little Caesars Pizza,ChIJWybRCWR8SogRclbxa32dmYI,1,3.3,75,39.42955,-80.18778
Fairmont,WV,Colasessano's Pizza,ChIJW0_ODGJ-SogRgNo9ngBB0mQ,2,4.3,469,39.4285629,-80.1833653
Fairmont,WV,Bob Evans,ChIJg82icGB7SogRyQVn8dsqTzc,2,4,309,39.4300305,-80.1870399
Hall,WV,Firehouse Subs Fairmont Plaza,ChIJ8Wri-mF7SogRyAEbsKQE6zQ,1,4.2,205,39.43043,-80.18653
Fairmont,WV,Kendra's Hot Spot and Grill,ChIJFxtCkqx9SogR7LSI2VuDegw,0,4.7,10,39.4071955,-80.1684105
Fairmont,WV,Taco Bell,ChIJz6Lyap18SogRHkAeyuCBw2M,1,3.7,695,39.431341,-80.186245
Hall,WV,Arby's,ChIJWTsgPJ18SogRo5f819rGers,1,3.9,414,39.4315927,-80.1857345
Peshastin,WA,Taco Truck,ChIJ36M2n9tNmlQR-O7dFphGJiw,0,4.5,33,47.5672111,-120.6058502
Peshastin,WA,Big Y Cafe,ChIJUXlYl2FMmlQRRbpT0HNwVLU,2,4.6,486,47.5540943,-120.5829355
Peshastin,WA,Old Mill Tavern,ChIJTfPp0qpNmlQRq0vb3Ca5ue8,1,4.6,88,47.573729,-120.6060863
Dryden,WA,Take A Break Cafe,ChIJPYOehH9LmlQRlLmQh3QggI0,1,4.7,223,47.5406734,-120.5623555
Leavenworth,WA,Kingfisher Restaurant & Wine Bar,ChIJLUZuZIpOmlQR3cdG6D15P98,3,4,53,47.5503937,-120.6805189
Leavenworth,WA,Sleeping Lady Mountain Resort,ChIJLUZuZIpOmlQRlOcGZuXwszI,0,0,0,47.5530831,-120.6806428
Leavenworth,WA,O'Grady's Pantry & Mercantile at Sleeping Lady,ChIJLUZuZIpOmlQRmTI4yPcNth4,0,4.3,106,47.5533078,-120.6805645
Leavenworth,WA,The T-Pot Experience,ChIJiU_mZF1NmlQRJoEeQyxCc-0,0,0,0,47.5792926,-120.6589442
Leavenworth,WA,Wild Huckleberry Restaurant,ChIJh4KMnvpNmlQRkjqGDHdqAIM,2,4.3,156,47.5792803,-120.6709572
Leavenworth,WA,Junction Sports and Snack Bar,ChIJiT6nevBNmlQRnwLSB-Sq0Yc,0,4,2,47.588387,-120.6735519
Leavenworth,WA,J J Hills Fresh Grill Restaurant in Leavenworth,ChIJN4r5YPBNmlQRd5h51yQhy-I,2,4,163,47.589059,-120.672959
Leavenworth,WA,Icicle Village Resort,ChIJ_XX7V_BNmlQRUIPObuHnsXg,0,4.5,1440,47.5891235,-120.6728872
Leavenworth,WA,Local Yokel,ChIJf2wmiIxNmlQRmcEVfw_h6lY,0,4.6,23,47.5949703,-120.6599441
Leavenworth,WA,Heidleburger Drive In,ChIJVWYGi_BNmlQRcEVyDvco-68,1,4.4,675,47.58958,-120.673569
Leavenworth,WA,Ducks and Drakes,ChIJG9HdVPNNmlQRF_Qbbv7FNWw,1,4.1,379,47.5943714,-120.6620104
Leavenworth,WA,Watershed Cafe,ChIJ-fiSvIxNmlQRxek0rOdmKxc,3,4.6,304,47.5944443,-120.6618341
Leavenworth,WA,Rudloof's Pizza Und Brats,ChIJLznOk_NNmlQRe5ReFwUPNd8,2,4.3,883,47.592195,-120.668112
Leavenworth,WA,Blewett Brewing Company,ChIJLV_LfIxNmlQRm4jLZSpqsVw,0,4.5,248,47.5952218,-120.6598334
Leavenworth,WA,Louie's Cafe,ChIJD6DumYxNmlQRGcf-va23x3c,2,0,0,47.5947132,-120.6614395
Leavenworth,WA,La Javelina,ChIJl2Gjpr5NmlQRN_iYPAyXCrc,0,5,18,47.5924487,-120.6676388
Grove,WV,Valley Diner,ChIJ6Vx4tr4OSogRSJAoeqMx6Rg,0,4.3,89,39.5621338,-80.6856232
Wildomar,CA,7-Eleven,ChIJQ9RFYzuD3IARKd2DE-VJdck,0,3.4,13,33.5977986,-117.2398284
Wildomar,CA,Los Jilbertos Taco Shop Wildomar,ChIJAan35TiD3IAR8P_F4f_WDeE,1,4.4,390,33.5971783,-117.2411099
Wildomar,CA,Teakwoods Bar Vs. Grill,ChIJwc834DiD3IARg0wXyqxxPmA,2,4.1,170,33.5972345,-117.2411499
Wildomar,CA,Old Market Grill,ChIJswxg5ziD3IARDLQkALYok30,1,4.5,421,33.5971016,-117.2415941
Wildomar,CA,WaBa Grill,ChIJvURE0DiD3IAR-7l42C-M-S0,1,4.2,168,33.5962866,-117.2417095
Wildomar,CA,Subway,ChIJz_hilziD3IARVtvdK9m1zkE,1,3.8,61,33.5961481,-117.2417845
Wildomar,CA,McDonald's,ChIJ1XLTvTiD3IARZwWkYlCrK4k,1,3.5,1120,33.5967189,-117.2431326
Wildomar,CA,Los Reyes Bar & Grill,ChIJHyJ7BT-D3IARmAavKOaZsrk,2,4.4,599,33.5937086,-117.2418555
Wildomar,CA,Panda Express,ChIJEXYVFD-D3IAR6YIUjLK-Bf8,1,3.6,193,33.5940919,-117.2423185
Wildomar,CA,Starbucks,ChIJLw5tTD-D3IAR9TsObyju2Xg,2,4.4,232,33.595198,-117.242925
Wildomar,CA,Denny's,ChIJA-XGmTiD3IARyYiOx4qj210,1,4.2,750,33.5945774,-117.2427182
Wildomar,CA,Pawelczyk,ChIJKSuFRZeD3IARO867CJ0kZxs,0,0,0,33.594415,-117.2451029
Wildomar,CA,Dunkin',ChIJ2x25y0CD3IARd4jZ4Lk80Bs,1,4.2,232,33.5946591,-117.2455266
